Citroen e-Jumpy Combi M 75 kWh,265
Citroen e-SpaceTourer M 75 kWh,265
Opel Vivaro-e Combi M 75 kWh,265
Opel Zafira-e Life M 75 kWh,265
Peugeot e-Expert Combi Standard 75 kWh,265
Peugeot e-Traveller Standard 75 kWh,265
MG MG5 Electric Standard Range,265
Citroen e-C4 X,265
Fiat E-Ulysse L2 75 kWh,265
Toyota PROACE Verso M 75 kWh,265
Seres 3,260
Citroen e-Jumpy Combi XL 75 kWh,260
Citroen e-SpaceTourer XL 75 kWh,260
Opel Vivaro-e Combi L 75 kWh,260
Opel Zafira-e Life L 75 kWh,260
Peugeot e-Expert Combi Long 75 kWh,260
Peugeot e-Traveller Long 75 kWh,260
Toyota PROACE Shuttle M 75 kWh,260
Toyota PROACE Shuttle L 75 kWh,260
Fiat E-Ulysse L3 75 kWh,260
Toyota PROACE Verso L 75 kWh,260
ORA Funky Cat 48 kWh,260
Peugeot e-2008 SUV,255
Opel Mokka-e,255
Renault Megane E-Tech EV40 130hp,250
Hyundai Kona Electric 39 kWh,250
Fiat 500e Hatchback 42 kWh,235
Fiat 500e 3+1 42 kWh,235
Nissan Leaf,235
Lexus UX 300e,235
Kia e-Soul 39.2 kWh,230
Fiat 500e Cabrio 42 kWh,230
JAC iEV7s,225
Abarth 500e Scorpionissima,225
Renault Kangoo E-Tech Electric,215
Mercedes eVito Tourer Long 60 kWh,210
Mercedes EQV 250 Long,205
Mercedes EQV 250 Extra-Long,205
Mercedes eVito Tourer Extra-Long 60 kWh,205
Volkswagen e-Up!,205
Toyota Proace City Verso Electric L1 50 kWh,205
Opel Combo-e Life 50 kWh,200
Citroen e-Berlingo M 50 kWh,200
Peugeot e-Rifter Standard 50 kWh,200
Toyota Proace City Verso Electric L2 50 kWh,200
Opel Combo-e Life XL 50 kWh,195
Citroen e-Berlingo XL 50 kWh,195
Peugeot e-Rifter Long 50 kWh,195
Citroen e-Jumpy Combi M 50 kWh,180
Citroen e-SpaceTourer M 50 kWh,180
Opel Vivaro-e Combi M 50 kWh,180
Opel Zafira-e Life M 50 kWh,180
Peugeot e-Expert Combi Standard 50 kWh,180
Peugeot e-Traveller Standard 50 kWh,180
Mini Cooper SE,180
Fiat E-Ulysse L2 50 kWh,180
Citroen e-Jumpy Combi XL 50 kWh,175
Citroen e-SpaceTourer XL 50 kWh,175
Opel Vivaro-e Combi L 50 kWh,175
Opel Zafira-e Life L 50 kWh,175
Peugeot e-Expert Combi Long 50 kWh,175
Peugeot e-Traveller Long 50 kWh,175
Toyota PROACE Shuttle M 50 kWh,175
Toyota PROACE Shuttle L 50 kWh,175
Fiat E-Ulysse L3 50 kWh,175
Mini Cooper SE Convertible,170
Mazda MX-30,170
Honda e Advance,170
Dacia Spring Electric 45,165
Dacia Spring Electric 65 Extreme,160
Fiat 500e Hatchback 24 kWh,135
Fiat 500e 3+1 24 kWh,135
Fiat 500e Cabrio 24 kWh,135
Renault Twingo Electric,130
Smart EQ fortwo coupe,100
Smart EQ fortwo cabrio,95
